article,label
"NASHVILLE, Tenn., April i-—
(INS)—An early settlement to the
44-day-old Louisville and Nashville
railroad strike was foreseen ‘odny
with the acceptance, in principal
of urbitration by both sides.

Southern governors announced
Tuesday night after a sccond emer-
wency mecting that railroad and
AFL union leaders “believed....
they would be able to effect an
early settlement.”

Progress Reported

Both sides agreed to meet to-
diy with National Mediation Buard
Officials in Washington. Board
Chairman Francis A, O'Neal Jr,
sald “we're moving’ when aaked
about progress toward a seltle-
ment in a telephone interview «ver
Nashville radio station WSM.

Gov, Luwrence Wetherby of Ken-
tucky, who called the governors
conference, said the chief exect-
tives were so optimistic that they
refrajned fron deciding on future
aetion to break the strike lest “tr:
 contidenco that surrounded tne
termination of the Nashville
meeting” be upsct.

Minor ifferences

Both the railroad and untona
suid in separate statements that
they would submit to arbitration
the controversy over a health and
welfare plan which touched off the
strike,

However, the unions insisted on
maintaining the strike until an
agreement Is reached on a new
contract. The company wants the
60,0! workers to return to their
jobs immediately, This is the only
remaining obstacle to arbitration.

Meanwhile, strike violence con-
tinued, Another railroad bridge
was burned Tuesday and an itt-
tempt was made to derail an L and
N freight train. A 90-foot bridge
was destroyed on the L and N
main line between the junction of
Flomaton, Ala., and Pensacola,

 

 

ge. Rink Ceo lee
 </s>",0
"MASSILLON AND VICINITY

Fair and cool tonight, low near
50. Wednesday, continued fair and
warmer. High 75, Yesterday’s high,
66 at 3 p. m,; the 24-hour low, 46
at 6:30 a. m. Trace of precipitation.
High humidity yesterday, 99; low
this morning, 53.
 Nadelin’s Catering Service. Com-
plete or partial. Weddings at
church, home, or hall. Dial 24258;
 </s>",1
"day AAR SOMALI PRESS

Southern - ‘Californians. Saturdas
sulfered through the fourth day o:
a heat wave which has taken 1
Jives through prostration and ha:
heen blamed indirectly for man;
More deaths.

As temperatures again exceedec
100 degrees, the Los Angeles Coun
ty coroner's office. said. the hea
had hastened the natural death of <
large number of elderly persons

Thermal, Calif., reported 110 de
grees at midday; Blythe 104; Bur
bank 101 and the Les Angeles air
port 90.

Downtown Los Angeles had :
high’ of 103, but the Weather Bu
reau reported that sea breezes be
gana cooling trend that will con
tinue’ through the Labor Day. week
end,
 </s>",1
"pleasant. Low tonight around 56.
High Saturday mid 70s. Low
- Saturday night low 50s.

 

Low vesterdav 67: ~ a. m. to-
day 73; 6 p. m. vesterday 85,

High yesterday 95; noon today
73.
Precipitation.56 inches from 7
a. m, yesterday to 7 a. m. today.

Sun rises 5:49 a. m., sets 5:55
p. m.

Crab Orchard Lake
26 inches below spillway today.

Little Grassy Lake
S4 inches below spillway today.
 </s>",1
"WASHINGTON (® — Agriculture
Department economists predicted
today that the general level of
farm prices--a big political issue—
will decline little if any more on
this year’s crops.

Farm prices now average about
6 per cent below a year ago. Dem-
ocratic leaders have sharply criti-
eized the Eisenhower administra-
tion for the price setbacks, saying
present farm programs are inade-
quate.

In a monthly report on the de-
mand and supply situation for farm
products, the department’s mar-
keting service said that seasonal
price declines may occur for some
commodities. But it said, ‘‘Much
of the general price adjustment to
increased supplies this season have
already taken place.”

Price drops this vear, the re-
port added, largely reflect market
reactions to prospects of a record
 output of agricultural goods.

In a sepa.ate report yesterday,
the Federal Reserve Board's
monthly bulletin blamed the de-
clines on big crops in recent years,
overhanging surpluses. owned by
the government and on the cut-
back in federal price support rates

‘for this season's grain harvest.
- But despite a decrease in farm
income “‘the general financial po-
sition of farmers remains relative-
ly strong,”’ the report added.

The two reports were made pub-
lic as the National Agricultural
Advisory Commission prepared to
wind up a two-day conference to-
day on what steps, if any, it be-
lieves the administration should
take to bolster farm income.

Secretary of Agriculture Benson
has asked the 18-member biparti-
san commission, appointed by
President Eisenhower in 1953. for
its ideas on what the government
might do to put more money into
 farmers’ pockets during the period
of declining prices and downward
adjustments in production from the
high postwar levels.

After yesterday’s closed commis-
sion meeting, a Benson aide said
it appeared necessary to ‘‘buy
time’’ with some temporary farm
assistance program until the ad-
ministration’s new flexible price
price support system has taken
hold.

One major proposal under con-
sideration was that the gov ernment.
pay farmers to take surplus land
out of crop production until price-
depressing surpluses have been re-
duced,

The marketing service report
nuted crops this year appear likely
to be the second largest of record,
while livestock production is ex-
pected to put the combined output
of all farm commodities about 2
per cent above the record volume
produced last year. |
 </s>",0
"SUDBURY, Mass. (—The his
toric, centuries-old Wayside Inn
immortalized by poet Henry Wads
worth Longfellow and restored tc
its natural] beauty by the late Hen
ry Ford, was destroyed by flame:
early today.

Two ours after the blaze broke
out in zero temperatures, a fire
official said “The building is a to.
tal loss.’*

The blaze devoured the ram-
bling wooden structure and its con.
tents of valuable antiques. Police
said no one was in the building at
the time.

The historic stopping place on
the old Boston Post Road was built
about 1686 and was known ofiginal-
ly as the Red Tavern. Later it took
on new historic interest when
Longfellow used it as the inspira-
 {tion for his “Tales of a Wayside
jinn,”

The late Henry Ford purchased
|the structure and several other his-
Jtorical buildings in Sudbury in the
Jearly '920’s. The inn was owned by

the For! Foundation and leased
|for the past few years to private
interests.

Ca s *

INCLUDED in the valuable Way-
side Inn antiques destroyed by the
fire was much of the origina) fur-
niture collected by Ford after he
purchasea the site,

A uire official said the blaze be-
gan in the big ballroom and spread
quickly to other parts of the build-
ing. The ballroom was added to
the original building by Ford and
it was there that he re-introduced
the square dance for residents and
visitors.

Officials said it is fractically im-
possible for an outsider to estimate
the financial loss without the know-
ledge of the value of antiques.

Thousands of persons from all
parts of the country visited the
Wayside Inn annually, as well as
the other nearby historical build-
ings, alsn owned by the Ford Foun-
dation

Those include an ancient grist
mi and “the little red school
house,” which local storytellers say
is where the lamb followed Mary
to the classroom.

Only one section of the building
remained standing after the fire—
the east wing, containing a gift

shop, the ancient kitchen and a
cocktail lounge. But they were
badly damaged.
 </s>",0
"WASHINGTON (UP)—Atty. Gen.
Herbert Brownell Jr. announced
Tuesday that the government has
decided to drop its 3-year-old per-
jury case against Owen Lattimore.
 the Supreme Court for review...”

‘Brownell said. “In the absence of
these counts there is no reasonable
‘ikelihood of a successful prosecu-
‘tion on the five counts remaining
from the first indictment.

| The key charges accused Latti-
more of having lied before the
‘Senate Internal Security subcom-
‘mittee in 1952 when he denied that
he was a follower or promoter of
Communist interests.
 The Court ot
Appeals June
,17 upheld a
lower court's
dismissal of
_the two “key”
charges against
Lattimore.
“Upon a con-
sideration of all
aspects of the
case it has
been decided
not to apply to
 </s>",0
"We're having more of that slow

drizzle that is what this part

of the country needs so badly

to replenish the soil and refill
the ponds.

 

Cioudy with occasional light

rain tonight and Thursday.

Low tonight in low 50s, high
Thursday 70 to 75.

 

The temperature at 7 a.m. was
53, 68 at 1 pm. and 69 at 2
p.m. Rainfall.03 inch.

 

The temperature one year ago
today, high 74, low 43: two
vears ago, high 77. low 47; and
three years ago, high 56, low 36

 

Stage at Lake of the Ozarks
49.8, stationary.
 </s>",1
"LPROOML sae iWVooer
Rain and snow continued fall-
ing in wide areas of the nation
today, and notably in drought-
stricken Texas, which needed it
most, The day also brought a
general warming trend.

Falls of snow up to & inch-
es deep in west Texas closed
some schools and made high-
ways slippery, but the blan-
ket of moisture was welcome,
A mixture of rain, snow and

sleet continued falling over north-
eastern Texas, rains extended
eastward to Alabama, and Okla-
homa had snow,

| Light snowfall or snow flur-
ries extended across northern
United States from Vermont to
Washington, and showers sprink-
led the Pacific Coast and Great
Basin in the Far West.

| Early morning temperatures
were 20 to 30 degrees warmer
in the Far West rain areas and 10
degrees higher in the East and
‘South. Readings rose from 1 to 29
at Cedar City, Utah, 9 below to
/21 above at Ely, Nev., and 15 be-
low to 9 above at Dubois, Idaho.
| The cold center was over east-
-ern Colorado and Wyoming. Fras-
-er, Colo., had 12 below.
 </s>",1
"WASHINGTON, ® ~—Sen. Me-
Carthy (R-Wis) said last night the
Army had promoted to corporal a
doctor who had invoked the Fifth
Amendmest on questions about
Communism. A few hours later,
the Army reported Pfc. Marvin S.
Belsky's promotion had been can-
celed and his commander repri-
) McCarthy, who likened the Bel-
sky case to that of the former
Army dentist Maj. Irving Peress,
‘said he had learned the promotion
was made ‘within the last six
weeks.’’ He said he had asked for
a report from the Army. Belsky is
on the medical staff at Murphy
| General Hospital, Waltham, Mass

 
 </s>",0
"There was frost on the
pumpkin and a thin coating of
ice on the rain barrel this
morning. Waukesha was stung
by the coldest weather of the
season early this morning
when the mercury dipped to
25.

A trace of snow Wednesday
was the only form of precipi-
tation reported. Heavier, but
short-lived; snowfalls occur-
red in the southern portions of
the county. :

Cold weather is on the fore-
cast again tonight with
warmer air expected to drift
into the state sometime Fri-
iday.

The frigid air sent temper-
atures tumbling to the freez-
ing mark as far south as Fort
Worth, Tex. Gr r
Superior were the coldest
portions of the state with 20s.

Wednesday’s temperatures
jaround the state were alsc
}unseasonably low. Maximums
|were in the 30s except for «
reading of 29 at Superior anc
+a more pleasant 46 in the Mil.
iwaukee and Beloit areas.
| Waukesha’s peak at noon to
iday was 30. Winds are
‘expected to rise somewha
{this afternoon to stir the coo.
°-' H1T

 
 </s>",1
"- GARWOOD —-At a party af.
their home New Year's. eve, Mr,
and Mrs. Thomas Venezia of 312,
North avenue announced the ‘en-
gagement of, their daughter, Miss
Josephine Venezia, to Thomas, Ma~
guire, Jr., son’ of Mr. and Mrs.
Maguire of Elizabeth.
| > Miss Venezia is a. graduate of
tGarwood™ ‘schools and is: a senior
at Jonathan Dayton Regional High |
| School, Springfield. a :
Mr. Maguire attended Edison
Vocational.and Technical High
| School, Elizabeth, and is employed
by a Newark trucking -firm.
|.” Guests from Garwood, Cranford,
| Elizabeth, Rahway and Westfield
atyiied the party. : |
© date ‘as been’ set, for the
wedding.

 
 </s>",0
